model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.3208|±  |0.0287|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2832|±  |0.0344|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2646|±  |0.0296|
|  - management                         |Yaml   |none  |     0|acc   |0.3398|±  |0.0469|
|  - marketing                          |Yaml   |none  |     0|acc   |0.3291|±  |0.0308|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3900|±  |0.0490|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.4802|±  |0.0179|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.3268|±  |0.0269|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2270|±  |0.0250|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2500|±  |0.0263|
|  - virology                           |Yaml   |none  |     0|acc   |0.3976|±  |0.0381|
| - social_sciences                     |N/A    |none  |     0|acc   |0.3032|±  |0.0516|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2368|±  |0.0400|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.3788|±  |0.0346|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3161|±  |0.0336|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.3436|±  |0.0241|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2941|±  |0.0296|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.3303|±  |0.0202|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.3130|±  |0.0407|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2631|±  |0.0178|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3727|±  |0.0463|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.1878|±  |0.0250|
|  - sociology                          |Yaml   |none  |     0|acc   |0.3085|±  |0.0327|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.3500|±  |0.0479|
| - stem                                |N/A    |none  |     0|acc   |0.2642|±  |0.0479|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3481|±  |0.0412|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2566|±  |0.0355|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.3264|±  |0.0392|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2647|±  |0.0439|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.3149|±  |0.0304|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3310|±  |0.0392|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2460|±  |0.0222|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2484|±  |0.0246|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2660|±  |0.0311|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2593|±  |0.0267|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2119|±  |0.0334|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.1991|±  |0.0272|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2589|±  |0.0416|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2953|±  |0.0603|
| - humanities     |N/A    |none  |     0|acc   |0.2793|±  |0.0444|
| - other          |N/A    |none  |     0|acc   |0.3434|±  |0.0826|
| - social_sciences|N/A    |none  |     0|acc   |0.3032|±  |0.0516|
| - stem           |N/A    |none  |     0|acc   |0.2642|±  |0.0479|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.3168|±  |0.0546|
| - humanities                          |N/A    |none  |     0|acc   |0.3154|±  |0.0508|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.3413|±  |0.0424|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.3879|±  |0.0380|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.3824|±  |0.0341|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.3924|±  |0.0318|
|  - international_law                  |Yaml   |none  |     0|acc   |0.4380|±  |0.0453|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3519|±  |0.0462|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.4172|±  |0.0387|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3555|±  |0.0258|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2380|±  |0.0142|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3762|±  |0.0275|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.3549|±  |0.0266|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2673|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.4035|±  |0.0376|
| - other                               |N/A    |none  |     0|acc   |0.3479|±  |0.0630|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.3500|±  |0.0479|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.3170|±  |0.0286|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2601|±  |0.0335|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3318|±  |0.0316|
|  - management                         |Yaml   |none  |     0|acc   |0.3398|±  |0.0469|
|  - marketing                          |Yaml   |none  |     0|acc   |0.4145|±  |0.0323|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3600|±  |0.0482|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.4342|±  |0.0177|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.3399|±  |0.0271|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2695|±  |0.0265|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2390|±  |0.0259|
|  - virology                           |Yaml   |none  |     0|acc   |0.3494|±  |0.0371|
| - social_sciences                     |N/A    |none  |     0|acc   |0.3149|±  |0.0462|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2456|±  |0.0405|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2677|±  |0.0315|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3212|±  |0.0337|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2692|±  |0.0225|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2857|±  |0.0293|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.3413|±  |0.0203|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.3130|±  |0.0407|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.3235|±  |0.0189|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3091|±  |0.0443|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2857|±  |0.0289|
|  - sociology                          |Yaml   |none  |     0|acc   |0.4080|±  |0.0348|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.4200|±  |0.0496|
| - stem                                |N/A    |none  |     0|acc   |0.2902|±  |0.0508|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3300|±  |0.0473|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3630|±  |0.0415|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.3618|±  |0.0391|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.3819|±  |0.0406|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2936|±  |0.0298|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3034|±  |0.0383|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2513|±  |0.0223|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.3097|±  |0.0263|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2808|±  |0.0316|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2370|±  |0.0259|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2649|±  |0.0360|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2546|±  |0.0297|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3125|±  |0.0440|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.3168|±  |0.0546|
| - humanities     |N/A    |none  |     0|acc   |0.3154|±  |0.0508|
| - other          |N/A    |none  |     0|acc   |0.3479|±  |0.0630|
| - social_sciences|N/A    |none  |     0|acc   |0.3149|±  |0.0462|
| - stem           |N/A    |none  |     0|acc   |0.2902|±  |0.0508|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.3226|±  |0.0585|
| - humanities                          |N/A    |none  |     0|acc   |0.3118|±  |0.0508|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2778|±  |0.0401|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.3818|±  |0.0379|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.3824|±  |0.0341|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.3544|±  |0.0311|
|  - international_law                  |Yaml   |none  |     0|acc   |0.4793|±  |0.0456|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3333|±  |0.0456|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.3252|±  |0.0368|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3613|±  |0.0259|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2380|±  |0.0142|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3537|±  |0.0272|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.3858|±  |0.0271|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2692|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.4327|±  |0.0380|
| - other                               |N/A    |none  |     0|acc   |0.3592|±  |0.0636|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.3660|±  |0.0296|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.3006|±  |0.0350|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.4081|±  |0.0330|
|  - management                         |Yaml   |none  |     0|acc   |0.3107|±  |0.0458|
|  - marketing                          |Yaml   |none  |     0|acc   |0.4145|±  |0.0323|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.4000|±  |0.0492|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.4381|±  |0.0177|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.3072|±  |0.0264|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2730|±  |0.0266|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2500|±  |0.0263|
|  - virology                           |Yaml   |none  |     0|acc   |0.3373|±  |0.0368|
| - social_sciences                     |N/A    |none  |     0|acc   |0.3315|±  |0.0564|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2544|±  |0.0410|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2828|±  |0.0321|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3420|±  |0.0342|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.3000|±  |0.0232|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2941|±  |0.0296|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.3376|±  |0.0203|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.3206|±  |0.0409|
